55	2026-09-21T06:14:45.292Z	Query	SELECT SCHEMA_NAME FROM information_schema.SCHEMATA WHERE LOWER(SCHEMA_NAME) = LOWER('raptor3_g2') ORDER BY SCHEMA_NAME
55	2026-09-21T06:14:45.295Z	Query	SELECT SCHEMA_NAME FROM information_schema.SCHEMATA WHERE LOWER(SCHEMA_NAME) = LOWER('raptor3_g2') ORDER BY SCHEMA_NAME
55	2026-09-21T06:14:45.297Z	Query	SELECT TABLE_NAME FROM information_schema.TABLES WHERE TABLE_SCHEMA = 'raptor3_g2' AND TABLE_TYPE = 'BASE TABLE' ORDER BY TABLE_NAME
57	2026-09-21T06:14:45.303Z	Query	SELECT TABLE_NAME, INDEX_NAME, COLUMN_NAME, NON_UNIQUE, INDEX_TYPE, SEQ_IN_INDEX FROM information_schema.STATISTICS WHERE TABLE_SCHEMA = 'raptor3_g2' AND INDEX_NAME != 'PRIMARY' ORDER BY TABLE_NAME, INDEX_NAME, SEQ_IN_INDEX
58	2026-09-21T06:14:45.303Z	Query	SELECT tc.TABLE_NAME, tc.CONSTRAINT_NAME, kcu.COLUMN_NAME, kcu.ORDINAL_POSITION FROM information_schema.TABLE_CONSTRAINTS tc JOIN information_schema.KEY_COLUMN_USAGE kcu ON tc.CONSTRAINT_NAME = kcu.CONSTRAINT_NAME AND tc.TABLE_SCHEMA = kcu.TABLE_SCHEMA AND tc.TABLE_NAME = kcu.TABLE_NAME WHERE tc.TABLE_SCHEMA = 'raptor3_g2' AND tc.CONSTRAINT_TYPE = 'PRIMARY KEY' ORDER BY tc.TABLE_NAME, kcu.ORDINAL_POSITION
59	2026-09-21T06:14:45.303Z	Query	SELECT tc.TABLE_SCHEMA, tc.TABLE_NAME, tc.CONSTRAINT_NAME, kcu.COLUMN_NAME, kcu.REFERENCED_TABLE_SCHEMA, kcu.REFERENCED_TABLE_NAME, kcu.REFERENCED_COLUMN_NAME, rc.DELETE_RULE, rc.UPDATE_RULE, kcu.ORDINAL_POSITION FROM information_schema.TABLE_CONSTRAINTS tc JOIN information_schema.KEY_COLUMN_USAGE kcu ON tc.CONSTRAINT_NAME = kcu.CONSTRAINT_NAME AND tc.TABLE_SCHEMA = kcu.TABLE_SCHEMA AND tc.TABLE_NAME = kcu.TABLE_NAME JOIN information_schema.REFERENTIAL_CONSTRAINTS rc ON rc.CONSTRAINT_NAME = tc.CONSTRAINT_NAME AND rc.CONSTRAINT_SCHEMA = tc.TABLE_SCHEMA WHERE tc.CONSTRAINT_TYPE = 'FOREIGN KEY' AND (tc.TABLE_SCHEMA = 'raptor3_g2' OR kcu.REFERENCED_TABLE_SCHEMA = 'raptor3_g2') ORDER BY tc.TABLE_NAME, tc.CONSTRAINT_NAME, kcu.ORDINAL_POSITION
56	2026-09-21T06:14:45.303Z	Query	SELECT TABLE_NAME, COLUMN_NAME, DATA_TYPE, COLUMN_TYPE, IS_NULLABLE, COLUMN_DEFAULT, CHARACTER_MAXIMUM_LENGTH, NUMERIC_PRECISION, NUMERIC_SCALE, SRS_ID, EXTRA, COLUMN_COMMENT FROM information_schema.COLUMNS WHERE TABLE_SCHEMA = 'raptor3_g2' ORDER BY TABLE_NAME, ORDINAL_POSITION
59	2026-09-21T06:14:45.309Z	Query	SELECT GET_LOCK('viborm_migration_raptor3_g2_225afc2e', 30) AS acquired
59	2026-09-21T06:14:45.310Z	Query	SELECT SCHEMA_NAME FROM information_schema.SCHEMATA WHERE LOWER(SCHEMA_NAME) = LOWER('raptor3_g2') ORDER BY SCHEMA_NAME
59	2026-09-21T06:14:45.311Z	Query	USE `raptor3_g2`
59	2026-09-21T06:14:45.311Z	Query	SELECT @@SESSION.sql_mode AS sql_mode, VERSION() AS server_version
59	2026-09-21T06:14:45.312Z	Query	SELECT SCHEMA_NAME FROM information_schema.SCHEMATA WHERE LOWER(SCHEMA_NAME) = LOWER('raptor3_g2') ORDER BY SCHEMA_NAME
59	2026-09-21T06:14:45.313Z	Query	SELECT TABLE_NAME FROM information_schema.TABLES WHERE TABLE_SCHEMA = 'raptor3_g2' AND TABLE_TYPE = 'BASE TABLE' ORDER BY TABLE_NAME
59	2026-09-21T06:14:45.314Z	Query	SELECT TABLE_NAME, COLUMN_NAME, DATA_TYPE, COLUMN_TYPE, IS_NULLABLE, COLUMN_DEFAULT, CHARACTER_MAXIMUM_LENGTH, NUMERIC_PRECISION, NUMERIC_SCALE, SRS_ID, EXTRA, COLUMN_COMMENT FROM information_schema.COLUMNS WHERE TABLE_SCHEMA = 'raptor3_g2' ORDER BY TABLE_NAME, ORDINAL_POSITION
59	2026-09-21T06:14:45.315Z	Query	SELECT tc.TABLE_NAME, tc.CONSTRAINT_NAME, kcu.COLUMN_NAME, kcu.ORDINAL_POSITION FROM information_schema.TABLE_CONSTRAINTS tc JOIN information_schema.KEY_COLUMN_USAGE kcu ON tc.CONSTRAINT_NAME = kcu.CONSTRAINT_NAME AND tc.TABLE_SCHEMA = kcu.TABLE_SCHEMA AND tc.TABLE_NAME = kcu.TABLE_NAME WHERE tc.TABLE_SCHEMA = 'raptor3_g2' AND tc.CONSTRAINT_TYPE = 'PRIMARY KEY' ORDER BY tc.TABLE_NAME, kcu.ORDINAL_POSITION
59	2026-09-21T06:14:45.315Z	Query	SELECT TABLE_NAME, INDEX_NAME, COLUMN_NAME, NON_UNIQUE, INDEX_TYPE, SEQ_IN_INDEX FROM information_schema.STATISTICS WHERE TABLE_SCHEMA = 'raptor3_g2' AND INDEX_NAME != 'PRIMARY' ORDER BY TABLE_NAME, INDEX_NAME, SEQ_IN_INDEX
59	2026-09-21T06:14:45.316Z	Query	SELECT tc.TABLE_SCHEMA, tc.TABLE_NAME, tc.CONSTRAINT_NAME, kcu.COLUMN_NAME, kcu.REFERENCED_TABLE_SCHEMA, kcu.REFERENCED_TABLE_NAME, kcu.REFERENCED_COLUMN_NAME, rc.DELETE_RULE, rc.UPDATE_RULE, kcu.ORDINAL_POSITION FROM information_schema.TABLE_CONSTRAINTS tc JOIN information_schema.KEY_COLUMN_USAGE kcu ON tc.CONSTRAINT_NAME = kcu.CONSTRAINT_NAME AND tc.TABLE_SCHEMA = kcu.TABLE_SCHEMA AND tc.TABLE_NAME = kcu.TABLE_NAME JOIN information_schema.REFERENTIAL_CONSTRAINTS rc ON rc.CONSTRAINT_NAME = tc.CONSTRAINT_NAME AND rc.CONSTRAINT_SCHEMA = tc.TABLE_SCHEMA WHERE tc.CONSTRAINT_TYPE = 'FOREIGN KEY' AND (tc.TABLE_SCHEMA = 'raptor3_g2' OR kcu.REFERENCED_TABLE_SCHEMA = 'raptor3_g2') ORDER BY tc.TABLE_NAME, tc.CONSTRAINT_NAME, kcu.ORDINAL_POSITION
59	2026-09-21T06:14:45.319Z	Query	SELECT EXISTS (SELECT 1 FROM information_schema.tables WHERE table_schema = 'raptor3_g2' AND table_name = '_viborm_migration_state')
59	2026-09-21T06:14:45.320Z	Query	SELECT EXISTS (SELECT 1 FROM information_schema.tables WHERE table_schema = 'raptor3_g2' AND table_name = '_viborm_migration_log')
59	2026-09-21T06:14:45.320Z	Query	SELECT tc.TABLE_NAME, tc.CONSTRAINT_NAME, tc.ENFORCED, cc.CHECK_CLAUSE FROM information_schema.TABLE_CONSTRAINTS tc JOIN information_schema.CHECK_CONSTRAINTS cc ON cc.CONSTRAINT_SCHEMA = tc.CONSTRAINT_SCHEMA AND cc.CONSTRAINT_NAME = tc.CONSTRAINT_NAME WHERE tc.CONSTRAINT_SCHEMA = 'raptor3_g2' AND tc.CONSTRAINT_TYPE = 'CHECK' AND LEFT(tc.CONSTRAINT_NAME, 15) = 'viborm_decimal_' ORDER BY tc.TABLE_NAME, tc.CONSTRAINT_NAME
59	2026-09-21T06:14:45.321Z	Query	ALTER TABLE `raptor3_g2`.`upsert_atomicity_posts` DROP FOREIGN KEY `upsert_atomicity_posts_userId_fkey`
