82	2026-09-21T06:22:13.399Z	Query	SELECT SCHEMA_NAME FROM information_schema.SCHEMATA WHERE LOWER(SCHEMA_NAME) = LOWER('raptor3_g2') ORDER BY SCHEMA_NAME
82	2026-09-21T06:22:13.404Z	Query	SELECT SCHEMA_NAME FROM information_schema.SCHEMATA WHERE LOWER(SCHEMA_NAME) = LOWER('raptor3_g2') ORDER BY SCHEMA_NAME
82	2026-09-21T06:22:13.406Z	Query	SELECT TABLE_NAME FROM information_schema.TABLES WHERE TABLE_SCHEMA = 'raptor3_g2' AND TABLE_TYPE = 'BASE TABLE' ORDER BY TABLE_NAME
84	2026-09-21T06:22:13.411Z	Query	SELECT tc.TABLE_NAME, tc.CONSTRAINT_NAME, kcu.COLUMN_NAME, kcu.ORDINAL_POSITION FROM information_schema.TABLE_CONSTRAINTS tc JOIN information_schema.KEY_COLUMN_USAGE kcu ON tc.CONSTRAINT_NAME = kcu.CONSTRAINT_NAME AND tc.TABLE_SCHEMA = kcu.TABLE_SCHEMA AND tc.TABLE_NAME = kcu.TABLE_NAME WHERE tc.TABLE_SCHEMA = 'raptor3_g2' AND tc.CONSTRAINT_TYPE = 'PRIMARY KEY' ORDER BY tc.TABLE_NAME, kcu.ORDINAL_POSITION
83	2026-09-21T06:22:13.411Z	Query	SELECT TABLE_NAME, INDEX_NAME, COLUMN_NAME, NON_UNIQUE, INDEX_TYPE, SEQ_IN_INDEX FROM information_schema.STATISTICS WHERE TABLE_SCHEMA = 'raptor3_g2' AND INDEX_NAME != 'PRIMARY' ORDER BY TABLE_NAME, INDEX_NAME, SEQ_IN_INDEX
86	2026-09-21T06:22:13.411Z	Query	SELECT tc.TABLE_SCHEMA, tc.TABLE_NAME, tc.CONSTRAINT_NAME, kcu.COLUMN_NAME, kcu.REFERENCED_TABLE_SCHEMA, kcu.REFERENCED_TABLE_NAME, kcu.REFERENCED_COLUMN_NAME, rc.DELETE_RULE, rc.UPDATE_RULE, kcu.ORDINAL_POSITION FROM information_schema.TABLE_CONSTRAINTS tc JOIN information_schema.KEY_COLUMN_USAGE kcu ON tc.CONSTRAINT_NAME = kcu.CONSTRAINT_NAME AND tc.TABLE_SCHEMA = kcu.TABLE_SCHEMA AND tc.TABLE_NAME = kcu.TABLE_NAME JOIN information_schema.REFERENTIAL_CONSTRAINTS rc ON rc.CONSTRAINT_NAME = tc.CONSTRAINT_NAME AND rc.CONSTRAINT_SCHEMA = tc.TABLE_SCHEMA WHERE tc.CONSTRAINT_TYPE = 'FOREIGN KEY' AND (tc.TABLE_SCHEMA = 'raptor3_g2' OR kcu.REFERENCED_TABLE_SCHEMA = 'raptor3_g2') ORDER BY tc.TABLE_NAME, tc.CONSTRAINT_NAME, kcu.ORDINAL_POSITION
85	2026-09-21T06:22:13.414Z	Query	SELECT TABLE_NAME, COLUMN_NAME, DATA_TYPE, COLUMN_TYPE, IS_NULLABLE, COLUMN_DEFAULT, CHARACTER_MAXIMUM_LENGTH, NUMERIC_PRECISION, NUMERIC_SCALE, SRS_ID, EXTRA, COLUMN_COMMENT FROM information_schema.COLUMNS WHERE TABLE_SCHEMA = 'raptor3_g2' ORDER BY TABLE_NAME, ORDINAL_POSITION
86	2026-09-21T06:22:13.420Z	Query	SELECT GET_LOCK('viborm_migration_raptor3_g2_225afc2e', 30) AS acquired
86	2026-09-21T06:22:13.420Z	Query	SELECT SCHEMA_NAME FROM information_schema.SCHEMATA WHERE LOWER(SCHEMA_NAME) = LOWER('raptor3_g2') ORDER BY SCHEMA_NAME
86	2026-09-21T06:22:13.421Z	Query	USE `raptor3_g2`
